gid,pop2009,county,subcounty,ward,uid,scuid,cuid,voters,david_waih,george_waj,raila_odin,reuben_kig,william_ru
439,32160,MAKUENI,Kibwezi East  Sub County,Thange Ward,zU0IodQbzMz,ZhhyithPNoI,BoDytkJQ4Qi,,,,,,
440,32643,MAKUENI,Kibwezi East  Sub County,Ivingoni/Nzambani Ward,wFxBj0Hldme,ZhhyithPNoI,BoDytkJQ4Qi,,,,,,
441,26977,NYANDARUA,Kinangop Sub County,Engineer Ward,lcpTYDEAUs9,RAnL5kBKMIt,mYZacFNIB3h,,,,,,
442,26656,NYANDARUA,Kinangop Sub County,Gathara Ward,vH5k45ZRgZG,RAnL5kBKMIt,mYZacFNIB3h,,,,,,
443,20898,NYANDARUA,Kinangop Sub County,North kinangop Ward,UU5SWe7Tv1P,RAnL5kBKMIt,mYZacFNIB3h,,,,,,
444,26920,NYANDARUA,Kinangop Sub County,Murungaru Ward,ZvHXuhKoAuI,RAnL5kBKMIt,mYZacFNIB3h,,,,,,
449,32051,NYANDARUA,Kipipiri Sub County,Wanjohi Ward,d5qc4G0CclB,KlVgeHmvG6n,mYZacFNIB3h,,,,,,
450,22991,NYANDARUA,Kipipiri Sub County,Kipipiri Ward,EAMXljqgEhV,KlVgeHmvG6n,mYZacFNIB3h,,,,,,
512,23359,KIRINYAGA,Kirinyaga Central Sub County,Mutira Ward,xFI9cbIii9H,JKNaaTjVapG,Ulj33KBau7V,,,,,,
513,32333,KIRINYAGA,Kirinyaga Central Sub County,Kanyekini Ward,WtvrxP6Ra8K,JKNaaTjVapG,Ulj33KBau7V,,,,,,
514,30336,KIRINYAGA,Kirinyaga Central Sub County,Kerugoya Ward,pToDCseGSVa,JKNaaTjVapG,Ulj33KBau7V,,,,,,
515,27327,KIRINYAGA,Kirinyaga Central Sub County,Inoi Ward,upv9qERTCCI,JKNaaTjVapG,Ulj33KBau7V,,,,,,
624,34212,TURKANA,Turkana Central Sub County,Kerio Delta Ward,zwhTzysKfKc,zd8rhYqGowE,kphDeKClFch,,,,,,
625,22695,TURKANA,Turkana Central Sub County,KANG'ATOTHA Ward,qQtpJ2wdCay,zd8rhYqGowE,kphDeKClFch,,,,,,
626,19477,TURKANA,Turkana Central Sub County,Kalokol Ward,DaWvBbVWP0W,zd8rhYqGowE,kphDeKClFch,,,,,,
2044,55158,Nairobi,Ruaraka  Sub County,Mathare North Ward,dOQTHZsuaIb,Cc8uEFkzfVf,jkG3zaihdSs,,,,,,
1728,19816,Busia,Butula Sub County,Marachi Central Ward,vURFh88SwIe,RIBiZFJxB1K,Tvf1zgVZ0K4,,,,,,
1736,10381,Busia,Bunyala Sub County,Bunyala Central Ward,L8VRh5JlUik,zI6vnsXresW,Tvf1zgVZ0K4,,,,,,
2047,70641,Nairobi,Embakasi South Sub County,Imara Daima Ward,Nt7PPe0Vdou,aDp1odOWYC1,jkG3zaihdSs,,,,,,
2141,28021,Uasin Gishu,Moiben Sub County,Tembelio Ward,ZDarbsCJmOy,q8R0FA1hxnP,pZqQRRW7PHP,,,,,,
2142,16220,Uasin Gishu,Moiben Sub County,Sergoit Ward,TCTO059sj6I,q8R0FA1hxnP,pZqQRRW7PHP,,,,,,
2143,26048,Uasin Gishu,Moiben Sub County,Karuna/meibeki Ward,AwwBKeGhmam,q8R0FA1hxnP,pZqQRRW7PHP,,,,,,
2144,25774,Uasin Gishu,Moiben Sub County,Moiben Ward,mKtIgRuq39B,q8R0FA1hxnP,pZqQRRW7PHP,,,,,,
2145,60965,Uasin Gishu,Moiben Sub County,Kimumu Ward,VUb1Te4ZsaL,q8R0FA1hxnP,pZqQRRW7PHP,,,,,,
2146,33438,Uasin Gishu,Ainabkoi Sub County,Kapsoya Ward,H9e1tEercdW,mYlMs4xTj82,pZqQRRW7PHP,,,,,,
2147,36173,Uasin Gishu,Ainabkoi Sub County,Kaptagat Ward,cYwuj1W0Wux,mYlMs4xTj82,pZqQRRW7PHP,,,,,,
2148,33431,Uasin Gishu,Ainabkoi Sub County,Ainabkoi/olare Ward,keTxMrb6Oag,mYlMs4xTj82,pZqQRRW7PHP,,,,,,
2149,31030,Uasin Gishu,Kapseret Sub County,Simat/ Kapseret Ward,G30113eUpwM,u9yagZzK49q,pZqQRRW7PHP,,,,,,
2150,20367,Uasin Gishu,Kapseret Sub County,Kipkenyo Ward,JZrMfy0ZEjq,u9yagZzK49q,pZqQRRW7PHP,,,,,,
1737,20948,Busia,Bunyala Sub County,Bunyala North Ward,FrPqZ0quyrF,zI6vnsXresW,Tvf1zgVZ0K4,,,,,,
1738,21237,Busia,Bunyala Sub County,Bunyala West Ward,XqcnCg0VZ7k,zI6vnsXresW,Tvf1zgVZ0K4,,,,,,
1739,14157,Busia,Bunyala Sub County,Bunyala South Ward,BBkS40b5WG7,zI6vnsXresW,Tvf1zgVZ0K4,,,,,,
1740,12454,Nakuru,Molo  Sub County,Mariashoni Ward,BbJmtHW0518,RJ4LGJiSHFg,ob6SxuRcqU4,,,,,,
1742,25448,Nakuru,Molo  Sub County,Turi Ward,PBAbBC0gDLA,RJ4LGJiSHFg,ob6SxuRcqU4,,,,,,
1743,43098,Nakuru,Molo  Sub County,Molo Ward,STQIvkltmOp,RJ4LGJiSHFg,ob6SxuRcqU4,,,,,,
1744,35429,Nakuru,Njoro  Sub County,Mau Narok Ward,DSk12NKnyRR,gSJXzH1DM75,ob6SxuRcqU4,,,,,,
1745,34044,Nakuru,Njoro  Sub County,Mauche Ward,KHWDXyBa4i6,gSJXzH1DM75,ob6SxuRcqU4,,,,,,
1746,26607,Nakuru,Njoro  Sub County,Kihingo Ward,rb2nGblpg8l,gSJXzH1DM75,ob6SxuRcqU4,,,,,,
1747,13488,Nakuru,Njoro  Sub County,Nessuit Ward,KqMw0Knznhu,gSJXzH1DM75,ob6SxuRcqU4,,,,,,
1748,17862,Nakuru,Njoro  Sub County,Lare Ward,BB9s4d9DV70,gSJXzH1DM75,ob6SxuRcqU4,,,,,,
2158,41977,Narok,Transmara West Sub County,Kilgoris Central  Ward,bFIJdjEp5Kl,Nb6e34jNGAq,kqJ83J2D72s,,,,,,
1752,20082,Nakuru,Naivasha  Sub County,Lake View Ward,xbHueeSJ4j8,yZJJPoSGhY6,ob6SxuRcqU4,,,,,,
1753,29796,Nakuru,Naivasha  Sub County,Mai Mahiu Ward,l7oNy9qaqWe,yZJJPoSGhY6,ob6SxuRcqU4,,,,,,
1754,27498,Nakuru,Naivasha  Sub County,Maeilla Ward,fRDUt04TIg5,yZJJPoSGhY6,ob6SxuRcqU4,,,,,,
1755,25437,Nakuru,Naivasha  Sub County,Olkaria Ward,CTX9LIAvrFK,yZJJPoSGhY6,ob6SxuRcqU4,,,,,,
1756,20884,Nakuru,Naivasha  Sub County,Naivasha East Ward,A20qmlqFi5D,yZJJPoSGhY6,ob6SxuRcqU4,,,,,,
1757,45543,Nakuru,Naivasha  Sub County,Viwandani Ward,quIiSx3L8OJ,yZJJPoSGhY6,ob6SxuRcqU4,,,,,,
1758,47603,Nakuru,Gilgil Sub County,Gilgil Ward,xK7G5Lg2CEW,hBU8B1KI12P,ob6SxuRcqU4,,,,,,
1759,27504,Nakuru,Gilgil Sub County,Elementaita Ward,RSps1nz09HH,hBU8B1KI12P,ob6SxuRcqU4,,,,,,
1760,33395,Nakuru,Gilgil Sub County,Mbaruk/eburu Ward,iIdFbrVody5,hBU8B1KI12P,ob6SxuRcqU4,,,,,,
1761,21915,Nakuru,Gilgil Sub County,Malewa West Ward,xCH1F3gEsNr,hBU8B1KI12P,ob6SxuRcqU4,,,,,,
1762,21685,Nakuru,Gilgil Sub County,Murindat Ward,mxshI67tMFJ,hBU8B1KI12P,ob6SxuRcqU4,,,,,,
615,21673,TURKANA,Kibish Sub County,Kibish Ward,dRuMh3lozxY,AXNntZ7T30a,kphDeKClFch,,,,,,
622,29267,TURKANA,Turkana West Sub County,Lokichoggio Ward,U3CWX2tDcnG,HK5SUCMQmsw,kphDeKClFch,,,,,,
630,47399,TURKANA,Loima Sub County,Turkwel Ward,vpERRHtFCWg,OZiGQn2R8kK,kphDeKClFch,,,,,,
632,21056,TURKANA,Loima Sub County,Lokiriama/Lorengippi Ward,eQng6vyva8H,OZiGQn2R8kK,kphDeKClFch,,,,,,
633,15119,TURKANA,Turkana South Sub County,Kaputir Ward,AR58QjsFekn,iTw0sFjlqZ2,kphDeKClFch,,,,,,
635,11128,TURKANA,Turkana South Sub County,Lobokat Ward,p8Vk2rQT2gg,iTw0sFjlqZ2,kphDeKClFch,,,,,,
636,23509,TURKANA,Turkana South Sub County,Kalapata Ward,H6EZtZr2dWo,iTw0sFjlqZ2,kphDeKClFch,,,,,,
642,29759,WEST POKOT,West Pokot Sub County,Kapenguria Ward,sXlDThMXKIG,ylWg6VvADJE,XWALbfAPa6n,,,,,,
643,34966,WEST POKOT,West Pokot Sub County,Mnagei Ward,OEuGotz3swq,ylWg6VvADJE,XWALbfAPa6n,,,,,,
644,17332,WEST POKOT,West Pokot Sub County,Siyoi Ward,zf52hYIUeSz,ylWg6VvADJE,XWALbfAPa6n,,,,,,
645,17502,WEST POKOT,West Pokot Sub County,Endugh Ward,WteTgAtzuJP,ylWg6VvADJE,XWALbfAPa6n,,,,,,
646,12414,WEST POKOT,West Pokot Sub County,Sook Ward,UZ1D4NEN1qb,ylWg6VvADJE,XWALbfAPa6n,,,,,,
647,16936,WEST POKOT,Pokot Central Sub County,Sekerr Ward,LTr0Kfbxu9C,SCbMzaOeTuR,XWALbfAPa6n,,,,,,
648,14744,WEST POKOT,Pokot Central Sub County,Masool Ward,abEfttdBmpZ,SCbMzaOeTuR,XWALbfAPa6n,,,,,,
166,30435,WAJIR,Wajir North Sub County,Danaba Ward,b1Z4WVS2owC,qsjAa8FE8OS,CeLsrJOH0g9,,,,,,
649,24768,WEST POKOT,Pokot Central Sub County,Lomut Ward,V9GqRwFec0l,SCbMzaOeTuR,XWALbfAPa6n,,,,,,
650,28631,WEST POKOT,Pokot Central Sub County,Wei wei Ward,hS0lXNVsykJ,SCbMzaOeTuR,XWALbfAPa6n,,,,,,
2172,29562,Narok,Narok North Sub County,Olorropil Ward,pN8AuYvqE0e,fNROL0qm8De,kqJ83J2D72s,,,,,,
2173,37223,Narok,Narok North Sub County,Melili Ward,hfUlTD9PANt,fNROL0qm8De,kqJ83J2D72s,,,,,,
2174,27463,Narok,Narok East Sub County,Mosiro Ward,fF2CijNSPDI,gZM3NbHaugk,kqJ83J2D72s,,,,,,
2175,15643,Narok,Narok East Sub County,Ildamat Ward,N27Hb5r1QR5,gZM3NbHaugk,kqJ83J2D72s,,,,,,
2176,20613,Narok,Narok East Sub County,Keekonyokie Ward,YpEIAl1lcFe,gZM3NbHaugk,kqJ83J2D72s,,,,,,
2177,19237,Narok,Narok East Sub County,Suswa Ward,iZN31WZZycN,gZM3NbHaugk,kqJ83J2D72s,,,,,,
2178,39530,Narok,Narok South Sub County,Maji Moto/naroosura Ward,u5iwkT3DDNJ,bnYzgzYe2Z7,kqJ83J2D72s,,,,,,
2179,34633,Narok,Narok South Sub County,Ololulung'a Ward,aoZxerJJSBz,bnYzgzYe2Z7,kqJ83J2D72s,,,,,,
2180,35069,Narok,Narok South Sub County,Melelo Ward,kBWwkKdW9Rh,bnYzgzYe2Z7,kqJ83J2D72s,,,,,,
2181,22873,Narok,Narok South Sub County,Loita Ward,Xo0N7hDyvPP,bnYzgzYe2Z7,kqJ83J2D72s,,,,,,
2182,28743,Narok,Narok South Sub County,Sogoo Ward,xlp4GwINQiC,bnYzgzYe2Z7,kqJ83J2D72s,,,,,,
2183,21057,Narok,Narok South Sub County,Sagamian Ward,Tn1grqaqx7v,bnYzgzYe2Z7,kqJ83J2D72s,,,,,,
2184,46135,Narok,Narok West Sub County,Ilmotiook Ward,ckpYcQagZdJ,ouA247cg58A,kqJ83J2D72s,,,,,,
2185,33201,Narok,Narok West Sub County,Mara Ward,mX734z5OjqI,ouA247cg58A,kqJ83J2D72s,,,,,,
2186,34095,Narok,Narok West Sub County,Siana Ward,amNn0DeeFdo,ouA247cg58A,kqJ83J2D72s,,,,,,
664,10240,SAMBURU,Samburu Central Sub County,Loosuk Ward,cZkc98eBxNL,EmQRGVtvWy3,o36zCRjSd4G,,,,,,
665,10578,SAMBURU,Samburu Central Sub County,Porro Ward,b4HPJJEYEsS,EmQRGVtvWy3,o36zCRjSd4G,,,,,,
666,13675,SAMBURU,Samburu North Sub County,El-barta Ward,x8gYdLEuy5Y,E2DGjZRlwbY,o36zCRjSd4G,,,,,,
667,11622,SAMBURU,Samburu North Sub County,Nachola Ward,hV1NZb8gSOe,E2DGjZRlwbY,o36zCRjSd4G,,,,,,
668,14912,SAMBURU,Samburu North Sub County,Ndoto Ward,w6u8SoSKkmn,E2DGjZRlwbY,o36zCRjSd4G,,,,,,
669,19592,SAMBURU,Samburu North Sub County,Nyiro Ward,UpMVKpuABHz,E2DGjZRlwbY,o36zCRjSd4G,,,,,,
670,9747,SAMBURU,Samburu Central Sub County,Angata nayokie Ward,O57e90leR9M,EmQRGVtvWy3,o36zCRjSd4G,,,,,,
671,11807,SAMBURU,Samburu Central Sub County,Baawa Ward,W4gx1OjSjzp,EmQRGVtvWy3,o36zCRjSd4G,,,,,,
672,17796,SAMBURU,Samburu East Sub County,Waso Ward,l2uOoW4cwIa,ldZ10N9unC9,o36zCRjSd4G,,,,,,
673,13713,SAMBURU,Samburu East Sub County,Wamba west Ward,KnKoadZgQjY,ldZ10N9unC9,o36zCRjSd4G,,,,,,
674,16063,SAMBURU,Samburu East Sub County,Wamba east Ward,WieLheAfLdw,ldZ10N9unC9,o36zCRjSd4G,,,,,,
675,11522,SAMBURU,Samburu East Sub County,Wamba north Ward,p2OJcxIoP6e,ldZ10N9unC9,o36zCRjSd4G,,,,,,
676,56082,TRANS NZOIA,Kwanza  Sub County,Kapomboi Ward,zkVfk8cWPc2,ABy8CNqf2e7,mThvosEflAU,,,,,,
677,55647,TRANS NZOIA,Kwanza  Sub County,Kwanza Ward,PXmcdkpTB68,ABy8CNqf2e7,mThvosEflAU,,,,,,
1841,15021,Kilifi,Rabai Sub County,Mwawesa Ward,eT3Udm3xjFw,hJf4rt7cvI6,nrI2khZx3d0,,,,,,
680,36485,TRANS NZOIA,Endebess Sub County,Chepchoina Ward,IAEQih35LOS,PsjxYLsJSIp,mThvosEflAU,,,,,,
681,23338,TRANS NZOIA,Endebess Sub County,Endebess Ward,t4cjnduc4dV,PsjxYLsJSIp,mThvosEflAU,,,,,,
682,31369,TRANS NZOIA,Endebess Sub County,Matumbei Ward,ds38yFIWSBY,PsjxYLsJSIp,mThvosEflAU,,,,,,
683,39645,TRANS NZOIA,Saboti  Sub County,Kinyoro Ward,Qc2e6oVTp0G,y2M16lesMsF,mThvosEflAU,,,,,,
684,40662,TRANS NZOIA,Saboti  Sub County,Matisi Ward,kBH2TFh9qab,y2M16lesMsF,mThvosEflAU,,,,,,
1803,27285,Mombasa,Kisauni  Sub County,Mjambere Ward,YCeebXtrvTd,C1hO6wNOgrH,wsBsC6gjHvn,,,,,,
2187,22508,Narok,Narok West Sub County,Naikarra Ward,Ay904HxgFbw,ouA247cg58A,kqJ83J2D72s,,,,,,
2188,30911,Kiambu,Githunguri Sub County,Githiga Ward,jALskID8BQS,E7tkGikenbD,qKzosKQPl6G,,,,,,
2189,23668,Kiambu,Githunguri Sub County,Ikinu Ward,zvhM3m7bIIh,E7tkGikenbD,qKzosKQPl6G,,,,,,
2190,26292,Kiambu,Githunguri Sub County,Ngewa Ward,bkMHxVGDIcL,E7tkGikenbD,qKzosKQPl6G,,,,,,
2191,30514,Kiambu,Githunguri Sub County,Komothai Ward,Tqs3YLWw30B,E7tkGikenbD,qKzosKQPl6G,,,,,,
2192,19727,Kiambu,Kiambu Town Sub County,Ting'ang'a Ward,G5RaW09czpW,SBz4c48i24Y,qKzosKQPl6G,,,,,,
2193,35823,Kiambu,Kiambu Town Sub County,Ndumberi Ward,B7Ek2TSSkr9,SBz4c48i24Y,qKzosKQPl6G,,,,,,
2194,25909,Kiambu,Kiambu Town Sub County,Riabai Ward,xgHhSzo3AuN,SBz4c48i24Y,qKzosKQPl6G,,,,,,
2195,27239,Kiambu,Kiambu Town Sub County,Kiambu Township Ward,byxif4bfwvo,SBz4c48i24Y,qKzosKQPl6G,,,,,,
2196,15119,Kiambu,Kiambaa Sub County,Cianda Ward,woYqYmbk8hx,oMaQgNIs85x,qKzosKQPl6G,,,,,,
2197,30660,Kiambu,Kiambaa Sub County,Karuri Ward,eCWu3IedbJm,oMaQgNIs85x,qKzosKQPl6G,,,,,,
2198,35853,Kiambu,Kiambaa Sub County,Ndenderu Ward,NQ4XWNy3RM0,oMaQgNIs85x,qKzosKQPl6G,,,,,,
2199,26544,Kiambu,Kiambaa Sub County,Muchatha Ward,v46jgbTAri7,oMaQgNIs85x,qKzosKQPl6G,,,,,,
2200,36877,Kiambu,Kiambaa Sub County,Kihara Ward,L4eA6Nld41v,oMaQgNIs85x,qKzosKQPl6G,,,,,,
1767,37590,Nakuru,Kuresoi North  Sub County,Kiptororo Ward,ZHKOkipqYxf,QBwORnYdu0e,ob6SxuRcqU4,,,,,,
1768,39455,Nakuru,Kuresoi North  Sub County,Nyota Ward,jWX4knhb96j,QBwORnYdu0e,ob6SxuRcqU4,,,,,,
1769,17042,Nakuru,Kuresoi North  Sub County,Sirikwa Ward,aGRpaeG5ziX,QBwORnYdu0e,ob6SxuRcqU4,,,,,,
2201,29177,Kiambu,Kabete Sub County,Gitaru,P3TwXvbGu0Y,lb5LzWiUX8Y,qKzosKQPl6G,,,,,,
2202,27527,Kiambu,Kabete Sub County,Muguga,LSpZcRA9tgp,lb5LzWiUX8Y,qKzosKQPl6G,,,,,,
2203,28771,Kiambu,Kabete Sub County,Nyadhuna Ward,S5vdlHabZzv,lb5LzWiUX8Y,qKzosKQPl6G,,,,,,
2204,30657,Kiambu,Kabete Sub County,Kabete Ward,ERl76hzXrr7,lb5LzWiUX8Y,qKzosKQPl6G,,,,,,
688,33764,TRANS NZOIA,Kiminini  Sub County,Kiminini Ward,pco0T7Zsd6V,pzZHpL2ueIn,mThvosEflAU,,,,,,
689,40377,TRANS NZOIA,Kiminini  Sub County,Waitaluk Ward,rPVkyP8OlZW,pzZHpL2ueIn,mThvosEflAU,,,,,,
690,23677,TRANS NZOIA,Kiminini  Sub County,Sirende Ward,FXjBryC2ysZ,pzZHpL2ueIn,mThvosEflAU,,,,,,
1771,32242,Nakuru,Subukia  Sub County,Subukia Ward,obOP2eWg8EX,zQEuNRaPYgE,ob6SxuRcqU4,,,,,,
189,19926,WAJIR,Wajir South Sub County,Ibrahim ure Ward,bhhINffrIu8,U7KFQn3Up3o,CeLsrJOH0g9,,,,,,
1774,27881,Nakuru,Rongai  Sub County,Menengai West Ward,PL9Y6PrB2oV,OK0hW8DFHq3,ob6SxuRcqU4,,,,,,
2216,26007,Kiambu,Lari Sub County,Kinale Ward,DnlusvsKIKj,nCziQtZ49jj,qKzosKQPl6G,,,,,,
2218,23454,Kiambu,Lari Sub County,Nyanduma Ward,aR3qJ3GyWeP,nCziQtZ49jj,qKzosKQPl6G,,,,,,
2219,18951,Kiambu,Lari Sub County,Kamburu Ward,rq7Y1sxGfgN,nCziQtZ49jj,qKzosKQPl6G,,,,,,
2220,27871,Kiambu,Lari Sub County,Lari/kirenga Ward,NfJb3vThwG5,nCziQtZ49jj,qKzosKQPl6G,,,,,,
2221,20371,Kiambu,Gatundu South Sub County,Kiamwangi Ward,ORuLgjaAGBo,EcRytSSIkUq,qKzosKQPl6G,,,,,,
2222,27134,Kiambu,Gatundu South Sub County,Kiganjo Ward,YEjn4x9gyXR,EcRytSSIkUq,qKzosKQPl6G,,,,,,
2223,20245,Kiambu,Gatundu South Sub County,Ndarugu Ward,BWRIH7ocbHB,EcRytSSIkUq,qKzosKQPl6G,,,,,,
2224,46430,Kiambu,Gatundu South Sub County,Ngenda Ward,l4MV7dNKjrG,EcRytSSIkUq,qKzosKQPl6G,,,,,,
2225,27731,Kiambu,Gatundu North Sub County,Gituamba Ward,vR89p0TyICU,HEsM6W2ImQR,qKzosKQPl6G,,,,,,
2226,21415,Kiambu,Gatundu North Sub County,Githobokoni Ward,Dg4t78ouq8h,HEsM6W2ImQR,qKzosKQPl6G,,,,,,
2227,26642,Kiambu,Gatundu North Sub County,Chania Ward,ReDzOcQ8mT1,HEsM6W2ImQR,qKzosKQPl6G,,,,,,
2228,24823,Kiambu,Gatundu North Sub County,Mang'u Ward,C5gJnXO6h1Y,HEsM6W2ImQR,qKzosKQPl6G,,,,,,
2229,15887,Kiambu,Juja Sub County,Murera Ward,OW3dhCE5nw8,aiqi2bz0IMI,qKzosKQPl6G,,,,,,
2230,23134,Kiambu,Juja Sub County,Theta Ward,fxLikKorklY,aiqi2bz0IMI,qKzosKQPl6G,,,,,,
1776,31368,Nakuru,Rongai  Sub County,Visoi Ward,bKCcKfnNznJ,OK0hW8DFHq3,ob6SxuRcqU4,,,,,,
2231,34134,Kiambu,Juja Sub County,Juja Ward,WsPnZQHN2CZ,aiqi2bz0IMI,qKzosKQPl6G,,,,,,
2232,25777,Kiambu,Juja Sub County,Witeithie Ward,OqnujBG8mvl,aiqi2bz0IMI,qKzosKQPl6G,,,,,,
2233,19861,Kiambu,Juja Sub County,Kalimoni Ward,Cqn7anNruE5,aiqi2bz0IMI,qKzosKQPl6G,,,,,,
2234,39100,Kiambu,Thika Town Sub County,Thika Township Ward,x1SnGzy9rZL,YZAZ1a9MIvX,qKzosKQPl6G,,,,,,
2235,74149,Kiambu,Thika Town Sub County,Kamenu Ward,A7a1GZJvTGD,YZAZ1a9MIvX,qKzosKQPl6G,,,,,,
2236,25523,Kiambu,Thika Town Sub County,Hospital Ward,UPplEbma7DN,YZAZ1a9MIvX,qKzosKQPl6G,,,,,,
1779,24316,Nakuru,Nakuru North  Sub County,Dundori Ward,Ff1CJ0oXLRy,nwh9bXKykiS,ob6SxuRcqU4,,,,,,
1842,21709,Kilifi,Rabai Sub County,Rurumaward,u36eldinqnE,hJf4rt7cvI6,nrI2khZx3d0,,,,,,
695,18362,TRANS NZOIA,Cherangany Sub County,Makutano Ward,s38X4K1qhST,f18kGo9yXWo,mThvosEflAU,,,,,,
696,25257,TRANS NZOIA,Cherangany Sub County,Kaplamai Ward,wCRljUGZJCA,f18kGo9yXWo,mThvosEflAU,,,,,,
697,33185,TRANS NZOIA,Cherangany Sub County,Motosiet Ward,XXbVgPo8AY8,f18kGo9yXWo,mThvosEflAU,,,,,,
698,36556,TRANS NZOIA,Cherangany Sub County,Cherangany/suwerwa Ward,OrWMyDLtm7r,f18kGo9yXWo,mThvosEflAU,,,,,,
699,29559,TRANS NZOIA,Cherangany Sub County,Chepsiro/kiptoror Ward,wC4nO2SVsQH,f18kGo9yXWo,mThvosEflAU,,,,,,
1808,28830,Mombasa,Kisauni  Sub County,Magogoni Ward,dUh1anGaJK6,C1hO6wNOgrH,wsBsC6gjHvn,,,,,,
1876,21245,Siaya,Rarieda Sub County,North Uyoma Ward,c8htRsEJD2W,XcRpb1xsM64,u4t9H8XyU9P,,,,,,
1877,19536,Siaya,Rarieda Sub County,South Uyoma Ward,VlWsveTXbi3,XcRpb1xsM64,u4t9H8XyU9P,,,,,,
1878,27819,Siaya,Rarieda Sub County,West Uyoma Ward,IqPuAjRYM1t,XcRpb1xsM64,u4t9H8XyU9P,,,,,,
1891,38629,Kwale,Msambweni Sub County,Ukunda Ward,iBuXrh8ESS2,ADMywdLwoRX,N7YETT3A9r1,,,,,,
1892,22857,Kwale,Msambweni Sub County,Kinondo Ward,pOKIONEzUyF,ADMywdLwoRX,N7YETT3A9r1,,,,,,
1893,38707,Kwale,Msambweni Sub County,Ramisi Ward,VGENlt3MTt7,ADMywdLwoRX,N7YETT3A9r1,,,,,,
1894,41098,Kwale,Lunga Lunga Sub County,Pongwe Kikoneni Ward,oJkRlx56eac,TdcYaufNV4p,N7YETT3A9r1,,,,,,
1895,41509,Kwale,Lunga Lunga Sub County,Dzombo Ward,lijbuerznbA,TdcYaufNV4p,N7YETT3A9r1,,,,,,
1896,34628,Kwale,Lunga Lunga Sub County,Mwereni Ward,PBhYjIVYdhk,TdcYaufNV4p,N7YETT3A9r1,,,,,,
1897,36119,Kwale,Lunga Lunga Sub County,Vanga Ward,HEKTLM0EwH0,TdcYaufNV4p,N7YETT3A9r1,,,,,,
1780,29629,Nakuru,Nakuru North  Sub County,Kabatini Ward,KYyRxF09EOm,nwh9bXKykiS,ob6SxuRcqU4,,,,,,
1898,34002,Kwale,Matuga Sub County,Tsimba Golini Ward,HLbG24kuSHF,wUNEDOnx9uB,N7YETT3A9r1,,,,,,
1899,37783,Kwale,Matuga Sub County,Waa Ngombeni Ward,XZNJ3zaiaZH,wUNEDOnx9uB,N7YETT3A9r1,,,,,,
1770,29963,Nakuru,Kuresoi North  Sub County,Kamara Ward,lkMaj1oAFk0,QBwORnYdu0e,ob6SxuRcqU4,,,,,,
1900,19409,Kwale,Matuga Sub County,Tiwi Ward,JBSYO3skSW5,wUNEDOnx9uB,N7YETT3A9r1,,,,,,
1901,23466,Kwale,Matuga Sub County,Kubo South Ward,dQkHuP0kVjq,wUNEDOnx9uB,N7YETT3A9r1,,,,,,
1772,27345,Nakuru,Subukia  Sub County,Waseges Ward,DCV7v4zjEnm,zQEuNRaPYgE,ob6SxuRcqU4,,,,,,
1773,34891,Nakuru,Subukia  Sub County,Kabazi Ward,JwFjLbUSxbO,zQEuNRaPYgE,ob6SxuRcqU4,,,,,,
731,17057,ELGEYO-MARAKWET,Marakwet East sub-county,Kapyego Ward,SNs5tEDSO0k,EZraJgLdRLX,MqnLxQBigG0,,,,,,
732,22745,ELGEYO-MARAKWET,Marakwet East sub-county,Sambirir Ward,OvRvzstUL5A,EZraJgLdRLX,MqnLxQBigG0,,,,,,
1902,37318,Kwale,Matuga Sub County,Mkongani Ward,rzPzDuVVuqw,wUNEDOnx9uB,N7YETT3A9r1,,,,,,
1903,27816,Kwale,Kinango Sub County,Ndavaya Ward,YZvux1SW3bs,LOgbecTRkbp,N7YETT3A9r1,,,,,,
1904,19860,Kwale,Kinango Sub County,Puma Ward,QEGPqON6Zcj,LOgbecTRkbp,N7YETT3A9r1,,,,,,
1905,32571,Kwale,Kinango Sub County,Kinango Ward,PrGoCfZ06gm,LOgbecTRkbp,N7YETT3A9r1,,,,,,
1906,31128,Kwale,Kinango Sub County,Mackinon Road Ward,wfUbX2QagwS,LOgbecTRkbp,N7YETT3A9r1,,,,,,
1907,32641,Kwale,Kinango Sub County,Chengoni/samburu Ward,TwX1KTjb8Qp,LOgbecTRkbp,N7YETT3A9r1,,,,,,
1908,31902,Kwale,Kinango Sub County,Mwavumbo Ward,vjeHNVWOsRk,LOgbecTRkbp,N7YETT3A9r1,,,,,,
1781,31345,Nakuru,Nakuru North  Sub County,Kiamaina Ward,wgKfulEq1ZH,nwh9bXKykiS,ob6SxuRcqU4,,,,,,
1909,33642,Kwale,Kinango Sub County,Kasemeni Ward,aom47Uzq1RZ,LOgbecTRkbp,N7YETT3A9r1,,,,,,
2237,14934,Kiambu,Thika Town Sub County,Gatuanyaga Ward,t7COLdUthus,YZAZ1a9MIvX,qKzosKQPl6G,,,,,,
2238,11636,Kiambu,Thika Town Sub County,Ngoliba Ward,VWuMYjG4YX4,YZAZ1a9MIvX,qKzosKQPl6G,,,,,,
2239,18083,Kiambu,Ruiru Sub County,Gitothua,Gf7UYKPruI2,TPRNJqSm4lK,qKzosKQPl6G,,,,,,
112,8299,TAITA TAVETA,Taveta Sub County,Mahoo Ward,AUs81wSmXra,jNzRdAwjaQ1,QyGNX2DpR4h,,,,,,
