gid,pop2009,county,subcounty,ward,uid,scuid,cuid,voters,david_waih,george_waj,raila_odin,reuben_kig,william_ru
1516,26863,Machakos,Kathiani Sub County,Upper Kaewa-iveti Ward,nDNeAIZ7KRc,iCey76HYgLP,yhCUgGcCcOo,,,,,,
1517,22909,Machakos,Kathiani Sub County,Lower Kaewa-kaani Ward,uRN4WDLAPSP,iCey76HYgLP,yhCUgGcCcOo,,,,,,
1518,51293,Machakos,Athi River Sub County,Athi River Ward,CYAMnUYLITU,BxfsSc6Svrc,yhCUgGcCcOo,,,,,,
1519,17538,Machakos,Athi River Sub County,Kinanie Ward,COrVDPRzUZp,BxfsSc6Svrc,yhCUgGcCcOo,,,,,,
1548,19496,Homa Bay,Karachuonyo Sub County,Kibiri Ward,HUoTkec6KhI,fmsyW02tPng,nK0A12Q7MvS,,,,,,
1549,33336,Homa Bay,Karachuonyo Sub County,Wang'chieng Ward,RcF7TZ3ciq5,fmsyW02tPng,nK0A12Q7MvS,,,,,,
1550,20371,Homa Bay,Karachuonyo Sub County,Kendu Bay Town Ward,bBfvGmNakj6,fmsyW02tPng,nK0A12Q7MvS,,,,,,
1551,19711,Homa Bay,Rangwe Sub County,West Gem Ward,XQSQgdwyxWP,iK2Jk2AxhlD,nK0A12Q7MvS,,,,,,
1552,22930,Homa Bay,Rangwe Sub County,East Gem Ward,nUVin4tYKY2,iK2Jk2AxhlD,nK0A12Q7MvS,,,,,,
1557,12184,Homa Bay,Homa Bay Town Sub County,Homa Bay West Ward,jjce8vXK50R,Ur2xRBDtazT,nK0A12Q7MvS,,,,,,
131,20617,GARISSA,Garissa Sub County,Township Ward,OsuzTNGeh3u,lQkHbTC1iRg,uyOrcHZBpW0,,,,,,
1564,23442,Homa Bay,Ndhiwa Sub County,Kanyamwa Kologi Ward,QlqqWw642lA,i2Y2fyNoFyZ,nK0A12Q7MvS,,,,,,
1569,19046,Homa Bay,Mbita Sub County,Gembe Ward,acibphi1EGX,mCGytMcMf6y,nK0A12Q7MvS,,,,,,
1570,22315,Homa Bay,Mbita Sub County,Lambwe Ward,vbgVuQPf9j7,mCGytMcMf6y,nK0A12Q7MvS,,,,,,
1571,34563,Homa Bay,Suba Sub County,Gwassi South Ward,AuOsnrKcOMF,HoRW5aISmiD,nK0A12Q7MvS,,,,,,
1572,30598,Homa Bay,Suba Sub County,Gwassi North Ward,gieorchg4LE,HoRW5aISmiD,nK0A12Q7MvS,,,,,,
1573,26021,Homa Bay,Suba Sub County,Kaksingiri West Ward,zwpctzVflwm,HoRW5aISmiD,nK0A12Q7MvS,,,,,,
134,30743,GARISSA,Garissa Sub County,Waberi Ward,moyjoMLymNA,lQkHbTC1iRg,uyOrcHZBpW0,,,,,,
135,20329,GARISSA,Balambala Sub County,Balambala Ward,UuAQ2amLjtB,FGBNPr91pXH,uyOrcHZBpW0,,,,,,
136,24820,GARISSA,Balambala Sub County,Danyere Ward,ap7BwqlvdFg,FGBNPr91pXH,uyOrcHZBpW0,,,,,,
137,7356,GARISSA,Balambala Sub County,Jarajara Ward,OoG4wdaPLM8,FGBNPr91pXH,uyOrcHZBpW0,,,,,,
138,9885,GARISSA,Balambala Sub County,Saka Ward,pSar0ObQa6I,FGBNPr91pXH,uyOrcHZBpW0,,,,,,
139,10719,GARISSA,Garissa Sub County,Sankuri Ward,XSRJUTBck5b,lQkHbTC1iRg,uyOrcHZBpW0,,,,,,
140,28877,GARISSA,Lagdera Sub County,Modogashe Ward,iIS797JydB4,J69iWev2zwu,uyOrcHZBpW0,,,,,,
141,13133,GARISSA,Lagdera Sub County,Benane Ward,y8xlePXkWw3,J69iWev2zwu,uyOrcHZBpW0,,,,,,
142,10232,GARISSA,Lagdera Sub County,Goreale Ward,iOIfrzq22kC,J69iWev2zwu,uyOrcHZBpW0,,,,,,
1798,11013,Mombasa,Changamwe Sub County,Changamwe Ward,qyQg0b3mxEL,OvI6w06DhPJ,wsBsC6gjHvn,,,,,,
1574,11872,Homa Bay,Suba Sub County,Ruma-kaksingiri East Ward,UGCu7Ut7H7M,HoRW5aISmiD,nK0A12Q7MvS,,,,,,
1575,29153,Vihiga,Vihiga Sub County,Lugaga-wamuluma Ward,af8ohZ5YbyQ,OOF3UX4yOt7,sANMZ3lpqGs,,,,,,
1576,23370,Vihiga,Vihiga Sub County,Central Maragoli Ward,W1gE3uts9Qh,OOF3UX4yOt7,sANMZ3lpqGs,,,,,,
1577,25605,Vihiga,Sabatia Sub County,Lyaduywa/izava Ward,QbCSvi9H3CN,urtJSF5jcBC,sANMZ3lpqGs,,,,,,
1578,21501,Vihiga,Sabatia Sub County,West Sabatia Ward,J5T5BAIIILr,urtJSF5jcBC,sANMZ3lpqGs,,,,,,
156,7329,GARISSA,Fafi Sub County,Nanighi Ward,EmhVD7pSOTI,RScEHA3V38d,uyOrcHZBpW0,,,,,,
157,20953,GARISSA,Hulugho Sub County,Hulugho Ward,RqPb2VP0OCA,uyeif4CPqHt,uyOrcHZBpW0,,,,,,
158,23280,GARISSA,Hulugho Sub County,Sangailu Ward,rw3XdXqwht4,uyeif4CPqHt,uyOrcHZBpW0,,,,,,
1580,18487,Vihiga,Sabatia Sub County,North Maragoli Ward,m9cV82YWKBf,urtJSF5jcBC,sANMZ3lpqGs,,,,,,
1581,21940,Vihiga,Sabatia Sub County,Wodanga Ward,RaGcUBct8yg,urtJSF5jcBC,sANMZ3lpqGs,,,,,,
1588,14403,Vihiga,Luanda Sub County,Luanda Township Ward,ZD3ThdrdoTN,lkYdgjRSOoE,sANMZ3lpqGs,,,,,,
1589,23046,Vihiga,Luanda Sub County,Wemilabi Ward,VY0CncsctUg,lkYdgjRSOoE,sANMZ3lpqGs,,,,,,
1590,17360,Vihiga,Luanda Sub County,Mwibona Ward,gvz1kfj99I3,lkYdgjRSOoE,sANMZ3lpqGs,,,,,,
164,5886,WAJIR,Wajir North Sub County,Malkagufu Ward,pRYo5vME6Ca,qsjAa8FE8OS,CeLsrJOH0g9,,,,,,
165,17334,WAJIR,Wajir North Sub County,Batalu Ward,eQSeYqhadbw,qsjAa8FE8OS,CeLsrJOH0g9,,,,,,
1592,21119,Vihiga,Luanda Sub County,Emabungo Ward,rVwUPDEkBSy,lkYdgjRSOoE,sANMZ3lpqGs,,,,,,
167,13712,WAJIR,Wajir North Sub County,Godoma Ward,cGxvLpMCjj9,qsjAa8FE8OS,CeLsrJOH0g9,,,,,,
1594,27316,Vihiga,Emuhaya Sub County,Central Bunyore Ward,rF4SKTlT0XH,Lpy789vqRC6,sANMZ3lpqGs,,,,,,
1595,31840,Vihiga,Emuhaya Sub County,West Bunyore Ward,HxODkmO42Nw,Lpy789vqRC6,sANMZ3lpqGs,,,,,,
93,9568,TANA RIVER,Galole Sub County,Mikinduni Ward,Tj925bvDisP,A4SNYCxrrnv,JsH2bnvNt2d,,,,,,
171,29772,WAJIR,Wajir East Sub County,Khorof/Harar Ward,PdtTwk95oki,uov0yFMw9Qm,CeLsrJOH0g9,,,,,,
172,27014,WAJIR,Tarbaj Sub County,Elben Ward,dAuiI1KjvPd,fmNokBURXjM,CeLsrJOH0g9,,,,,,
173,26064,WAJIR,Tarbaj Sub County,Sarman Ward,BtTdA2pR73q,fmNokBURXjM,CeLsrJOH0g9,,,,,,
174,28819,WAJIR,Tarbaj Sub County,Tarbaj Ward,ua8MQfTav4q,fmNokBURXjM,CeLsrJOH0g9,,,,,,
175,29949,WAJIR,Tarbaj Sub County,Wargadud Ward,mi3OaBYLsUz,fmNokBURXjM,CeLsrJOH0g9,,,,,,
122,16885,TAITA TAVETA,Mwatate Sub County,Bura Ward,VDvkL0vcV5e,IBDoGsLdhvt,QyGNX2DpR4h,,,,,,
177,19264,WAJIR,Wajir West Sub County,Hadado Athibohol Ward,avaUAA1j5ie,X98G0eIWdmP,CeLsrJOH0g9,,,,,,
1800,38776,Mombasa,Jomvu  Sub County,Jomvu Kuu Ward,T0eflkFOYOF,vSISrsNNHwq,wsBsC6gjHvn,,,,,,
1599,19800,Vihiga,Vihiga Sub County,Mungoma Ward,VmCvwovgPi4,OOF3UX4yOt7,sANMZ3lpqGs,,,,,,
1601,24062,Bungoma,Cheptais Sub County,Chesikaki Ward,laOitoZMUgC,NZphHeczehh,KGHhQ5GLd4k,,,,,,
1602,25442,Bungoma,Cheptais Sub County,Chepyuk Ward,dnN8o6fbT5I,NZphHeczehh,KGHhQ5GLd4k,,,,,,
1605,31862,Bungoma,Mt Elgon Sub County,Elgon Ward,zxfCOXaz1ha,ZCYATXdLsL1,KGHhQ5GLd4k,,,,,,
1691,19300,Kakamega,Khwisero Sub County,Kisa North Ward,XFOc3lfOj2x,UhQS2Mv0PCK,BjC1xL40gHo,,,,,,
1717,32293,Busia,Nambale Sub County,Nambale Township Ward,IUsXLSNYp1f,e1J7R103h8I,Tvf1zgVZ0K4,,,,,,
1718,22459,Busia,Nambale Sub County,Bukhayo North Walatsi Ward,YXM5WOeQkyO,e1J7R103h8I,Tvf1zgVZ0K4,,,,,,
1719,21696,Busia,Nambale Sub County,Bukhayo East Ward,ov8OgPXuR5N,e1J7R103h8I,Tvf1zgVZ0K4,,,,,,
1720,18189,Busia,Nambale Sub County,Bukhayo Central Ward,i26gx3p4d5E,e1J7R103h8I,Tvf1zgVZ0K4,,,,,,
1721,33480,Busia,Matayos Sub County,Bukhayo West Ward,xMPuIHmGdYe,tvkI2HSIRW9,Tvf1zgVZ0K4,,,,,,
203,13550,MANDERA,MANDERA NORTH,MAROTHILE,,,,,,,,,
204,42422,MANDERA,MANDERA NORTH,RHAMU,d7Se8cdZnHg,jrm0uyLXnC1,R6f9znhg37c,,,,,,
205,36596,MANDERA,MANDERA NORTH,RHAMU DIMTU,GpykXhXcYCT,jrm0uyLXnC1,R6f9znhg37c,,,,,,
207,70329,MANDERA,MANDERA SOUTH,KOTULO,J9PHxsmBzgD,iGFdm333PJ2,R6f9znhg37c,,,,,,
208,75270,MANDERA,MANDERA SOUTH,ELWAK SOUTH,AEMY7F8XyZT,qyhVIMG2rUw,R6f9znhg37c,,,,,,
210,44274,MANDERA,MANDERA SOUTH,SHAMBIR FATUMA,Z9zNkBFLY9r,qyhVIMG2rUw,R6f9znhg37c,,,,,,
211,27269,MANDERA,MANDERA EAST,ARABIA,o8RzRkx3x4Q,fGr9rRvaovO,R6f9znhg37c,,,,,,
221,17542,MARSABIT,MOYALE,BUTIYE,g3PamYQCz5A,sZjPgbWI5ra,Eey8fT4Im3y,,,,,,
222,8300,MARSABIT,MOYALE,SOLOLO,IdYKTiaR0Cy,sZjPgbWI5ra,Eey8fT4Im3y,,,,,,
223,21152,MARSABIT,MOYALE,HEILLU/MANYATTA,RYHYagSQfDF,sZjPgbWI5ra,Eey8fT4Im3y,,,,,,
224,29161,MARSABIT,MOYALE,GOLBO,jltiitEPkip,sZjPgbWI5ra,Eey8fT4Im3y,,,,,,
231,17217,MARSABIT,NORTH HORR,NORTH HORR,J7hloFhkWdU,j6fqt5TYqPZ,Eey8fT4Im3y,,,,,,
232,9790,MARSABIT,NORTH HORR,ILLERET,nhKIZhNozIv,j6fqt5TYqPZ,Eey8fT4Im3y,,,,,,
233,16758,MARSABIT,SAKU,SAGANTE/JALDESA,G2LQpPk5BXU,WILszL634oZ,Eey8fT4Im3y,,,,,,
1723,30874,Busia,Matayos Sub County,Matayos South Ward,UMeXjZoZxct,tvkI2HSIRW9,Tvf1zgVZ0K4,,,,,,
1724,11328,Busia,Matayos Sub County,Busibwabo Ward,cgTC3oqgmKg,tvkI2HSIRW9,Tvf1zgVZ0K4,,,,,,
1725,26493,Busia,Matayos Sub County,Burumba Ward,Yk6G4ret1OC,tvkI2HSIRW9,Tvf1zgVZ0K4,,,,,,
240,13109,MARSABIT,LAISAMIS,LAISAMIS,WWr7jojWGHJ,eZpy65ooW0m,Eey8fT4Im3y,,,,,,
251,22617,MERU,Igembe South Sub County,Maua Ward,cCF3yJfJOvA,wtuGWT7KjVm,Y52XNJ50hYb,,,,,,
252,32285,MERU,Igembe South Sub County,Kiegoi/antubochiu Ward,ozZP0r92ysp,wtuGWT7KjVm,Y52XNJ50hYb,,,,,,
253,26731,MERU,Igembe South Sub County,Athiru gaiti Ward,pK3bnoP5kpo,wtuGWT7KjVm,Y52XNJ50hYb,,,,,,
254,26668,MERU,Igembe South Sub County,Akachiu Ward,mSPC54QXXiP,wtuGWT7KjVm,Y52XNJ50hYb,,,,,,
255,26249,MERU,Igembe South Sub County,Kanuni Ward,A7U8KMUSpj1,wtuGWT7KjVm,Y52XNJ50hYb,,,,,,
256,31426,MERU,Igembe Central Sub County,Akirang'ondu Ward,CsVYL5oWdjy,TPfcUHno8oP,Y52XNJ50hYb,,,,,,
257,44075,MERU,Igembe Central Sub County,Athiru ruujine Ward,mOMLW8dXVuR,TPfcUHno8oP,Y52XNJ50hYb,,,,,,
258,44489,MERU,Igembe Central Sub County,Kiengu/Igembe East ward,QRgp6qqEmVn,TPfcUHno8oP,Y52XNJ50hYb,,,,,,
259,42759,MERU,Igembe Central Sub County,Njia Ward,k0edp6ATpN0,TPfcUHno8oP,Y52XNJ50hYb,,,,,,
260,30643,MERU,Igembe Central Sub County,Kangeta Ward,cN3gQ1BXbVr,TPfcUHno8oP,Y52XNJ50hYb,,,,,,
261,29231,MERU,Igembe North Sub County,Antuambui Ward,q5aojmYq2C4,G9DoZvSdGLx,Y52XNJ50hYb,,,,,,
262,19560,MERU,Igembe North Sub County,Ntunene Ward,b7S83B5sQai,G9DoZvSdGLx,Y52XNJ50hYb,,,,,,
263,32204,MERU,Igembe North Sub County,Antubetwe kiongo Ward,iNmCeQG70K0,G9DoZvSdGLx,Y52XNJ50hYb,,,,,,
264,29555,MERU,Igembe North Sub County,Naathu Ward,NDRZbel9Pr4,G9DoZvSdGLx,Y52XNJ50hYb,,,,,,
265,44264,MERU,Igembe North Sub County,Amwathi Ward,y1x13IydCG7,G9DoZvSdGLx,Y52XNJ50hYb,,,,,,
266,18127,MERU,Tigania West Sub County,Athwana Ward,UE0iLMx0uAU,Q4xAPhWUnYC,Y52XNJ50hYb,,,,,,
267,35646,MERU,Tigania West Sub County,Akithii Ward,bYsajNCrCgY,Q4xAPhWUnYC,Y52XNJ50hYb,,,,,,
268,36874,MERU,Tigania West Sub County,Kianjai Ward,rjPvpKtHTus,Q4xAPhWUnYC,Y52XNJ50hYb,,,,,,
269,24361,MERU,Tigania West Sub County,Nkomo Ward,TEMzqnMqi9A,Q4xAPhWUnYC,Y52XNJ50hYb,,,,,,
270,20972,MERU,Tigania West Sub County,Mbeu Ward,diFMjWsMQda,Q4xAPhWUnYC,Y52XNJ50hYb,,,,,,
271,40190,MERU,Tigania East Sub County,Thangatha Ward,ELYCgxhiudW,U3lGZ71W9Te,Y52XNJ50hYb,,,,,,
272,33796,MERU,Tigania East Sub County,Mikinduri Ward,c0I654P6EkR,U3lGZ71W9Te,Y52XNJ50hYb,,,,,,
273,19172,MERU,Tigania East Sub County,Kiguchwa Ward,EzxiXXOQex6,U3lGZ71W9Te,Y52XNJ50hYb,,,,,,
274,39028,MERU,Tigania East Sub County,Muthara Ward,Zxy2exUTX7R,U3lGZ71W9Te,Y52XNJ50hYb,,,,,,
275,25060,MERU,Tigania East Sub County,Karama Ward,HuKVPCdKkZ0,U3lGZ71W9Te,Y52XNJ50hYb,,,,,,
276,27860,MERU,Imenti North Sub County,Municipality Ward,EossaGDQulP,BDxUGx86itV,Y52XNJ50hYb,,,,,,
277,20983,MERU,Imenti North Sub County,Ntima east Ward,Ryj106sjw37,BDxUGx86itV,Y52XNJ50hYb,,,,,,
278,33766,MERU,Imenti North Sub County,Ntima west Ward,Q1YmD34Z3It,BDxUGx86itV,Y52XNJ50hYb,,,,,,
279,35575,MERU,Imenti North Sub County,Nyaki west Ward,danQPcsYu5G,BDxUGx86itV,Y52XNJ50hYb,,,,,,
280,30960,MERU,Imenti North Sub County,Nyaki east Ward,hceoyGXIXhD,BDxUGx86itV,Y52XNJ50hYb,,,,,,
281,34394,MERU,Buuri Sub County,Timau Ward,WnXi46WSP7B,xN5aPo4ZOIt,Y52XNJ50hYb,,,,,,
282,29685,MERU,Buuri Sub County,Kisima Ward,jhoqnpxdZY7,xN5aPo4ZOIt,Y52XNJ50hYb,,,,,,
283,27299,MERU,Buuri Sub County,Kiirua Naari Ward,SKXh3KXdbVU,xN5aPo4ZOIt,Y52XNJ50hYb,,,,,,
284,18425,MERU,Buuri Sub County,Ruiru Rwawera Ward,LXCb2xO5iF7,xN5aPo4ZOIt,Y52XNJ50hYb,,,,,,
285,24793,MERU,Imenti Central Sub County,Mwangathia Ward,FJJRq7O0QcB,OnNcTsJgfvL,Y52XNJ50hYb,,,,,,
286,33981,MERU,Imenti Central Sub County,Abothuguchi central Ward,Ay0bToL5BTE,OnNcTsJgfvL,Y52XNJ50hYb,,,,,,
287,35901,MERU,Imenti Central Sub County,Abothuguchi west Ward,ZVoIw8oAOWZ,OnNcTsJgfvL,Y52XNJ50hYb,,,,,,
288,22243,MERU,Imenti Central Sub County,Kiagu Ward,zP5ACOAN4ty,OnNcTsJgfvL,Y52XNJ50hYb,,,,,,
289,24850,MERU,Buuri Sub County,Kibirichia Ward,IuCkCzLOGau,xN5aPo4ZOIt,Y52XNJ50hYb,,,,,,
290,20835,MERU,Imenti South Sub County,Mitunguu Ward,tIVOumb0Lh1,AFIlzKNxXST,Y52XNJ50hYb,,,,,,
291,28915,MERU,Imenti South Sub County,Igoji east Ward,AzpgHxbLVoh,AFIlzKNxXST,Y52XNJ50hYb,,,,,,
292,20412,MERU,Imenti South Sub County,Igoji west Ward,ST78NM0nd2J,AFIlzKNxXST,Y52XNJ50hYb,,,,,,
293,33848,MERU,Imenti South Sub County,Abogeta east Ward,nDZvyhVwri1,AFIlzKNxXST,Y52XNJ50hYb,,,,,,
294,30338,MERU,Imenti South Sub County,Abogeta west Ward,auJK9sKTX9b,AFIlzKNxXST,Y52XNJ50hYb,,,,,,
295,45256,MERU,Imenti South Sub County,Nkuene Ward,SQ70Q8iG3l0,AFIlzKNxXST,Y52XNJ50hYb,,,,,,
296,15309,THARAKA-NITHI,Muthambi Sub County,Mitheru Ward,iRQ3mxm14gi,gLD3Q9fHpvy,T4urHM47nlm,,,,,,
297,19373,THARAKA-NITHI,Muthambi Sub County,Muthambi Ward,BkpZUfBGM9x,gLD3Q9fHpvy,T4urHM47nlm,,,,,,
298,22935,THARAKA-NITHI,Mwimbi Sub County,Mwimbi Ward,VOpqnQgC8om,wQ8XjZ7zVwL,T4urHM47nlm,,,,,,
1606,27553,Bungoma,Sirisia Sub County,Namwela Ward,CenIfdVZZdC,whWfFA9D7td,KGHhQ5GLd4k,,,,,,
461,21824,NYANDARUA,Oljoroorok Sub County,Charagita Ward,Yh0tdzyDjHY,fVSw60UAC3W,mYZacFNIB3h,,,,,,
1609,35855,Bungoma,Kabuchai Sub County,Kabuchai/chwele Ward,g9tqOcjTCbA,k1mze33jOs0,KGHhQ5GLd4k,,,,,,
1611,34140,Bungoma,Kabuchai Sub County,Bwake/luuya Ward,sKD6tJgPfbh,k1mze33jOs0,KGHhQ5GLd4k,,,,,,
333,34225,KITUI,Mwingi North Sub County,Mumoni Ward,uyBigxC7fHZ,KXM9VnhuLfP,j8o6iO4Njsi,,,,,,
334,33836,KITUI,Mwingi North Sub County,Tseikuru Ward,RJxeNbjGm71,KXM9VnhuLfP,j8o6iO4Njsi,,,,,,
335,13084,KITUI,Mwingi North Sub County,Tharaka Ward,bBYJtOmYctd,KXM9VnhuLfP,j8o6iO4Njsi,,,,,,
336,26274,KITUI,Mwingi West Sub County,Kyome/thaana Ward,tKZn1p295Nb,svwbDnzhgik,j8o6iO4Njsi,,,,,,
337,27265,KITUI,Mwingi West Sub County,Nguutani Ward,wBisHlJd2aK,svwbDnzhgik,j8o6iO4Njsi,,,,,,
338,24338,KITUI,Mwingi West Sub County,Migwani Ward,Apa4iLKG02o,svwbDnzhgik,j8o6iO4Njsi,,,,,,
339,25897,KITUI,Mwingi West Sub County,Kiomo/kyethani Ward,vpiZlB5cdK7,svwbDnzhgik,j8o6iO4Njsi,,,,,,
340,18846,KITUI,Mwingi Central Sub- County,Central Ward,vvsB9Kldjzy,uE7HKhqPOtf,j8o6iO4Njsi,,,,,,
341,24886,KITUI,Mwingi Central Sub- County,Kivou Ward,Xl4sI0chC8S,uE7HKhqPOtf,j8o6iO4Njsi,,,,,,
342,29313,KITUI,Mwingi Central Sub- County,Nguni Ward,rPWcODiKrP8,uE7HKhqPOtf,j8o6iO4Njsi,,,,,,
343,27644,KITUI,Mwingi Central Sub- County,Nuu Ward,WOJ90HLwb6o,uE7HKhqPOtf,j8o6iO4Njsi,,,,,,
344,19628,KITUI,Mwingi Central Sub- County,Mui Ward,XBMMn5fIwkJ,uE7HKhqPOtf,j8o6iO4Njsi,,,,,,
1613,23135,Bungoma,Bumula Sub County,South Bukusu Ward,kMwgldKtwou,jkQZEow83MX,KGHhQ5GLd4k,,,,,,
484,24536,NYERI,Nyeri South Sub County,Iria-ini Ward,mKOh6Ubsn0x,dd7jowvUO95,ptWVfaCIdVx,,,,,,
485,21899,NYERI,Nyeri South Sub County,Chinga Ward,rFsKRF8TYWO,dd7jowvUO95,ptWVfaCIdVx,,,,,,
616,15488,TURKANA,Turkana West Sub County,Nakalale Ward,qTEN4LVoVVL,HK5SUCMQmsw,kphDeKClFch,,,,,,
352,30732,KITUI,Kitui Rural Sub County,Kwavonza/yatta Ward,LHmp6sPE2w7,vbauk0RRq9N,j8o6iO4Njsi,,,,,,
353,22094,KITUI,Kitui Rural Sub County,Kanyangi Ward,pesguszdkri,vbauk0RRq9N,j8o6iO4Njsi,,,,,,
354,22164,KITUI,Kitui Central  Sub County,Miambani Ward,iu8wSlOZmfl,MWqQbxWqACn,j8o6iO4Njsi,,,,,,
355,26016,KITUI,Kitui Central  Sub County,Township Ward,xM6qhREfp7o,MWqQbxWqACn,j8o6iO4Njsi,,,,,,
356,26705,KITUI,Kitui Central  Sub County,Kyangwithya west Ward,ENDuWpU74vp,MWqQbxWqACn,j8o6iO4Njsi,,,,,,
641,27527,WEST POKOT,West Pokot Sub County,Riwo Ward,NZYstvTB9u9,ylWg6VvADJE,XWALbfAPa6n,,,,,,
651,23223,WEST POKOT,Pokot North Sub County,Suam Ward,ieOIyNJbMxc,YXpHG1Ez8V2,XWALbfAPa6n,,,,,,
652,22539,WEST POKOT,Pokot North Sub County,Kodich Ward,wVGyi6a7FKs,YXpHG1Ez8V2,XWALbfAPa6n,,,,,,
653,14765,WEST POKOT,Pokot North Sub County,Kasei Ward,WbEoZcJapjw,YXpHG1Ez8V2,XWALbfAPa6n,,,,,,
654,23684,WEST POKOT,Pokot North Sub County,Kapchok Ward,AXu2vRnnxOt,YXpHG1Ez8V2,XWALbfAPa6n,,,,,,
655,28235,WEST POKOT,Pokot North Sub County,Kiwawa Ward,Yvjwozdmf1M,YXpHG1Ez8V2,XWALbfAPa6n,,,,,,
1801,25934,Mombasa,Jomvu  Sub County,Miritini Ward,KgGyWS1YxMx,vSISrsNNHwq,wsBsC6gjHvn,,,,,,
960,19951,KERICHO,Belgut Sub County,Chaik Ward,YnEUPEUnejZ,YnIAWg1T4AY,ihZsJ8alvtb,,,,,,
1614,31923,Bungoma,Bumula Sub County,Bumula Ward,dOJaTypeyA9,jkQZEow83MX,KGHhQ5GLd4k,,,,,,
1615,14035,Bungoma,Bumula Sub County,Khasoko Ward,NuxGvo5cvb1,jkQZEow83MX,KGHhQ5GLd4k,,,,,,
663,36755,SAMBURU,Samburu Central Sub County,Maralal Ward,IEBWo4HwEfq,EmQRGVtvWy3,o36zCRjSd4G,,,,,,
162,26737,WAJIR,Wajir North Sub County,Bute Ward,hp28cyo1lbf,qsjAa8FE8OS,CeLsrJOH0g9,,,,,,
360,18126,KITUI,Kitui East Sub County,Nzambani Ward,Ekb0OY8S4Jm,d0Gu8FrRM0Y,j8o6iO4Njsi,,,,,,
1618,20002,Bungoma,Bumula Sub County,West Bukusu Ward,gJUwKJIUKEc,jkQZEow83MX,KGHhQ5GLd4k,,,,,,
1622,19017,Bungoma,Kanduyi Sub County,Township Ward,ysCS3ZD38VF,CUjthlounWV,KGHhQ5GLd4k,,,,,,
1623,24499,Bungoma,Kanduyi Sub County,Khalaba Ward,AqsJZWunWRF,CUjthlounWV,KGHhQ5GLd4k,,,,,,
1624,37933,Bungoma,Kanduyi Sub County,Musikoma Ward,jmsoF18bsh0,CUjthlounWV,KGHhQ5GLd4k,,,,,,
1625,32288,Bungoma,Kanduyi Sub County,East Sang'alo Ward,jhQaAr01YU5,CUjthlounWV,KGHhQ5GLd4k,,,,,,
1626,35781,Bungoma,Kanduyi Sub County,Marakaru/tuuti Ward,thvW4MLkf3E,CUjthlounWV,KGHhQ5GLd4k,,,,,,
1627,33123,Bungoma,Kanduyi Sub County,West Sang'alo Ward,uNCqGdTcjkh,CUjthlounWV,KGHhQ5GLd4k,,,,,,
1628,37808,Bungoma,Webuye  East Sub County,Mihuu Ward,frzFOocEhiu,f4AOiG8fYtn,KGHhQ5GLd4k,,,,,,
1629,39791,Bungoma,Webuye  East Sub County,Ndivisi Ward,WskHX9On3vR,f4AOiG8fYtn,KGHhQ5GLd4k,,,,,,
1630,23875,Bungoma,Webuye  East Sub County,Maraka Ward,chWsC9TTyF3,f4AOiG8fYtn,KGHhQ5GLd4k,,,,,,
1631,31382,Bungoma,Webuye West Sub County,Misikhu Ward,PyDYqhwBSoP,aqYhbqKclsI,KGHhQ5GLd4k,,,,,,
1632,30055,Bungoma,Webuye West Sub County,Sitikho Ward,CYjWRY8PNTJ,aqYhbqKclsI,KGHhQ5GLd4k,,,,,,
1633,34451,Bungoma,Webuye West Sub County,Matulo Ward,DfKdo0FepVq,aqYhbqKclsI,KGHhQ5GLd4k,,,,,,
97,15383,TANA RIVER,Bura Sub County,Hirimani Ward,vKo6mot8397,yWPcTwGwQ2B,JsH2bnvNt2d,,,,,,
1831,33375,Kilifi,Kilifi North Sub County,Mnarani Ward,QvkC6t7JwZB,MEkEH8ZmcOU,nrI2khZx3d0,,,,,,
1675,15765,Kakamega,Mumias West  Sub County,Mumias North Ward,Ma35n0snJbX,uRl5fBkhpcE,BjC1xL40gHo,,,,,,
95,13461,TANA RIVER,Galole Sub County,Wayu Ward,OycKfvEFK77,A4SNYCxrrnv,JsH2bnvNt2d,,,,,,
368,26176,KITUI,Kitui South Sub County,Ikutha Ward,hwHZgY7hwgN,d3hSQ3EtnPk,j8o6iO4Njsi,,,,,,
370,35437,KITUI,Kitui South Sub County,Athi Ward,amA6INYYpDG,d3hSQ3EtnPk,j8o6iO4Njsi,,,,,,
411,35350,MAKUENI,Mbooni  Sub County,Tulimani Ward,FNq96CChp6E,jxjGWCdfsib,BoDytkJQ4Qi,,,,,,
412,33774,MAKUENI,Mbooni  Sub County,Mbooni Ward,wp8DtxcZfwK,jxjGWCdfsib,BoDytkJQ4Qi,,,,,,
413,28185,MAKUENI,Mbooni  Sub County,Kithungo/Kitundu Ward,kbwrNLg8qn9,jxjGWCdfsib,BoDytkJQ4Qi,,,,,,
414,37059,MAKUENI,Mbooni  Sub County,Kiteta-Kisau Ward,Y9QRNvbj4ig,jxjGWCdfsib,BoDytkJQ4Qi,,,,,,
415,23082,MAKUENI,Mbooni  Sub County,Waia/Kako Ward,aMAJt97Ksnm,jxjGWCdfsib,BoDytkJQ4Qi,,,,,,
416,27174,MAKUENI,Mbooni  Sub County,Kalawa/ Kathulumbi Ward,EQCXKT8S5SE,jxjGWCdfsib,BoDytkJQ4Qi,,,,,,
417,38348,MAKUENI,Kilome Sub County,Kasikeu Ward,GzIJxIa88Fg,XAy1bjurhLU,BoDytkJQ4Qi,,,,,,
